date,product_id,product_name,brand,category,price,competitor_price,cost,search_trend,review_velocity,social_buzz,quantity
2024-01-19,1,Apple iPhone 14,Apple,Smartphone,799,870,582,100.0,20.328245790556124,67.53811470428934,5
2024-01-20,1,Apple iPhone 14,Apple,Smartphone,751,848,582,100.0,22.63224080667348,70.45829786625657,5
2024-01-21,1,Apple iPhone 14,Apple,Smartphone,829,850,582,88.53054607079628,20.9031148687011,64.47215873492652,5
2024-01-22,1,Apple iPhone 14,Apple,Smartphone,842,865,582,83.1997527842151,21.161268485805017,54.39608709948022,5
2024-01-23,1,Apple iPhone 14,Apple,Smartphone,769,847,582,97.34501064880045,15.227513690192897,38.732308630041075,5
2024-01-24,1,Apple iPhone 14,Apple,Smartphone,779,757,582,81.32358910020625,20.72930926214155,29.45193414925555,5
2024-01-25,1,Apple iPhone 14,Apple,Smartphone,818,780,582,90.13001891877907,27.267670385786584,46.03014750143066,5
2024-01-26,1,Apple iPhone 14,Apple,Smartphone,786,743,582,79.29107501938887,22.412362076215928,46.64805822011224,5
2024-01-27,1,Apple iPhone 14,Apple,Smartphone,816,847,582,85.47537767655331,23.885248974518042,65.68356752519476,5
2024-01-28,1,Apple iPhone 14,Apple,Smartphone,835,870,582,96.30074938601008,28.814687361516143,53.46430584417699,5
2024-01-29,1,Apple iPhone 14,Apple,Smartphone,788,745,582,98.8283766050939,17.75347806952109,56.279592037589026,5
2024-01-30,1,Apple iPhone 14,Apple,Smartphone,765,861,582,95.15047686306048,39.2636574532736,58.56335766039751,5
2024-01-31,1,Apple iPhone 14,Apple,Smartphone,771,777,582,55.14636452170897,20.409370696931614,84.71987850010262,5
2024-02-01,1,Apple iPhone 14,Apple,Smartphone,802,779,582,55.280681342105666,25.444752984836832,50.96420028643194,5
2024-02-02,1,Apple iPhone 14,Apple,Smartphone,765,732,582,56.2547844090953,13.543919434319085,38.51735951288992,5
2024-02-03,1,Apple iPhone 14,Apple,Smartphone,811,742,582,75.92981794259465,17.83029200494974,39.00961698044234,5
2024-02-04,1,Apple iPhone 14,Apple,Smartphone,838,836,582,58.845265900762676,24.158542884879235,45.20967383277833,5
2024-02-05,1,Apple iPhone 14,Apple,Smartphone,765,805,582,81.22156197012633,25.162326302755734,27.2094505106898,5
2024-02-06,1,Apple iPhone 14,Apple,Smartphone,843,820,582,57.19345124659179,16.98012040251126,41.761206389535474,5
2024-02-07,1,Apple iPhone 14,Apple,Smartphone,753,735,582,56.756045524326005,22.623045003152544,97.80550007109454,5
2024-02-08,1,Apple iPhone 14,Apple,Smartphone,784,843,582,63.440681314020225,24.63116271442517,59.11757810502207,5
2024-02-09,1,Apple iPhone 14,Apple,Smartphone,830,809,582,58.482149049644164,22.94158603242288,54.21487801602549,5
2024-02-10,1,Apple iPhone 14,Apple,Smartphone,824,876,582,47.6176914885165,15.876743361744637,79.2692012860363,5
2024-02-11,1,Apple iPhone 14,Apple,Smartphone,848,755,582,37.832389455170905,26.94783169307482,78.05635846723276,5
2024-02-12,1,Apple iPhone 14,Apple,Smartphone,779,736,582,67.64478235325711,14.444180936279512,37.060773176516776,5
2024-02-13,1,Apple iPhone 14,Apple,Smartphone,777,847,582,54.10347143312834,18.508493884181462,43.830641140102784,5
2024-02-14,1,Apple iPhone 14,Apple,Smartphone,849,772,582,42.07954899864785,17.766132441050463,68.07384382667861,5
2024-02-15,1,Apple iPhone 14,Apple,Smartphone,766,726,582,63.24518316374555,28.3764662483411,63.3347644141573,5
2024-02-16,1,Apple iPhone 14,Apple,Smartphone,820,764,582,65.59109202614528,24.3627079571524,67.31531507613386,5
2024-02-17,1,Apple iPhone 14,Apple,Smartphone,768,758,582,36.604034363566015,18.24231600689775,34.70987799139893,5
2024-02-18,1,Apple iPhone 14,Apple,Smartphone,788,720,582,75.9015771901085,22.358209772240343,59.713371635205704,5
2024-02-19,1,Apple iPhone 14,Apple,Smartphone,755,777,582,45.54390027527917,15.779315432411302,44.85198145053248,5
2024-02-20,1,Apple iPhone 14,Apple,Smartphone,806,865,582,57.325993621166205,19.480794412850006,62.65361034170516,5
2024-02-21,1,Apple iPhone 14,Apple,Smartphone,806,731,582,81.53182457511556,16.163262185559752,63.08480955081017,5
2024-02-22,1,Apple iPhone 14,Apple,Smartphone,807,779,582,45.47150540927639,23.920032054570843,47.63414062618845,5
2024-02-23,1,Apple iPhone 14,Apple,Smartphone,778,860,582,56.766272009967985,11.699412897218334,75.91621441151389,5
2024-02-24,1,Apple iPhone 14,Apple,Smartphone,754,838,582,76.84684964605621,11.34842344787911,52.13075137876352,5
2024-02-25,1,Apple iPhone 14,Apple,Smartphone,782,817,582,53.842141552322886,27.18091734038883,53.88000368015325,5
2024-02-26,1,Apple iPhone 14,Apple,Smartphone,772,772,582,63.424569180075146,29.557648032547142,54.793063683030724,5
2024-02-27,1,Apple iPhone 14,Apple,Smartphone,753,832,582,52.60381230570648,16.75376360833145,37.272189509181295,5
2024-02-28,1,Apple iPhone 14,Apple,Smartphone,799,731,582,59.98364033355902,17.8698383071779,69.13194872980431,5
2024-02-29,1,Apple iPhone 14,Apple,Smartphone,815,794,582,57.51035851520926,24.857854754771775,59.680639243777215,5
2024-03-01,1,Apple iPhone 14,Apple,Smartphone,800,771,582,60.54070874260486,21.201755780387387,62.35028774418448,5
2024-03-02,1,Apple iPhone 14,Apple,Smartphone,759,864,582,62.20074328803621,10.580582553830531,64.52942726941018,5
2024-03-03,1,Apple iPhone 14,Apple,Smartphone,824,834,582,59.938008603261274,22.015596635427887,66.84016527197032,5
2024-03-04,1,Apple iPhone 14,Apple,Smartphone,816,815,582,63.665982460968486,15.300601068363223,42.2919962399496,5
2024-03-05,1,Apple iPhone 14,Apple,Smartphone,791,780,582,46.34335213516344,22.52053429845267,42.45143771501378,5
2024-03-06,1,Apple iPhone 14,Apple,Smartphone,794,874,582,45.65911130767476,19.042335880433537,50.86211004536445,5
2024-03-07,1,Apple iPhone 14,Apple,Smartphone,828,766,582,68.51354264600509,16.89818138732224,38.95381741613531,5
2024-03-08,1,Apple iPhone 14,Apple,Smartphone,772,826,582,53.734758173114564,9.039349718790106,62.77103138568243,5
2024-03-09,1,Apple iPhone 14,Apple,Smartphone,806,736,582,51.89494153020781,15.477290581064644,47.19642316159386,5
2024-03-10,1,Apple iPhone 14,Apple,Smartphone,849,830,582,38.23318610727818,18.04482999384754,45.52842095970552,5
2024-03-11,1,Apple iPhone 14,Apple,Smartphone,813,778,582,39.92431978637226,25.33728086117376,60.6718139779224,5
2024-03-12,1,Apple iPhone 14,Apple,Smartphone,844,871,582,53.49357430878173,17.56437308117652,41.11409113641696,5
2024-03-13,1,Apple iPhone 14,Apple,Smartphone,811,798,582,67.97484204478314,20.72602030142729,76.92746834958444,5
2024-03-14,1,Apple iPhone 14,Apple,Smartphone,750,809,582,50.903070498515476,23.19311824918822,53.23790972283508,5
2024-03-15,1,Apple iPhone 14,Apple,Smartphone,799,729,582,59.33920201352684,13.944919001187717,40.22245838296761,5
2024-03-16,1,Apple iPhone 14,Apple,Smartphone,766,728,582,70.0629280921444,17.115540652384258,62.535381680977125,5
2024-03-17,1,Apple iPhone 14,Apple,Smartphone,758,795,582,65.7707212718054,18.984773069785035,55.56718810056963,5
2024-03-18,1,Apple iPhone 14,Apple,Smartphone,786,724,582,65.31916892218845,23.481755633262438,57.741870928665364,5
2024-03-19,1,Apple iPhone 14,Apple,Smartphone,781,844,582,77.09292494729621,24.12450093064367,76.58566980466394,5
2024-03-20,1,Apple iPhone 14,Apple,Smartphone,802,823,582,41.39090119145354,24.984700341392017,60.30247685813969,5
2024-03-21,1,Apple iPhone 14,Apple,Smartphone,778,752,582,72.14722059686548,15.595681777558696,36.771816574339034,5
2024-03-22,1,Apple iPhone 14,Apple,Smartphone,823,816,582,49.0860956270653,15.91499280369553,72.64656968689435,5
2024-03-23,1,Apple iPhone 14,Apple,Smartphone,778,766,582,82.57198281093139,15.331809453685375,97.61663205690138,5
2024-03-24,1,Apple iPhone 14,Apple,Smartphone,818,867,582,73.85903321291099,25.04301474924418,25.516728808572218,5
2024-03-25,1,Apple iPhone 14,Apple,Smartphone,839,860,582,55.93055766127919,12.738979782645512,62.20532863934976,5
2024-03-26,1,Apple iPhone 14,Apple,Smartphone,780,841,582,66.43353931054071,27.823522924667646,68.07455970951122,5
2024-03-27,1,Apple iPhone 14,Apple,Smartphone,789,862,582,50.10395179741419,19.37106539950176,50.835873684330416,5
2024-03-28,1,Apple iPhone 14,Apple,Smartphone,774,809,582,66.16215816968061,16.84793687985183,36.27137930005453,5
2024-03-29,1,Apple iPhone 14,Apple,Smartphone,800,871,582,56.64215300709872,28.345107626446964,46.10612972954593,5
2024-03-30,1,Apple iPhone 14,Apple,Smartphone,777,833,582,57.69065469791322,23.48103182406709,77.73434142418017,5
2024-03-31,1,Apple iPhone 14,Apple,Smartphone,762,842,582,57.31111309445169,14.467370456291649,88.60039704874791,5
2024-04-01,1,Apple iPhone 14,Apple,Smartphone,841,832,582,85.69926839690334,14.464477726999892,70.82873403560433,5
2024-04-02,1,Apple iPhone 14,Apple,Smartphone,832,829,582,54.322809652243095,18.892389516576415,37.57012945493308,5
2024-04-03,1,Apple iPhone 14,Apple,Smartphone,816,791,582,64.85315996560453,16.136664288632645,48.661682366094965,5
2024-04-04,1,Apple iPhone 14,Apple,Smartphone,837,797,582,61.43215452497522,24.891464910581288,62.92947627590234,5
2024-04-05,1,Apple iPhone 14,Apple,Smartphone,797,726,582,76.46397242679973,14.964553178468694,40.14150022823759,5
2024-04-06,1,Apple iPhone 14,Apple,Smartphone,760,849,582,73.67370254721993,24.791269130762856,53.40892113701852,5
2024-04-07,1,Apple iPhone 14,Apple,Smartphone,793,818,582,47.19570647503717,28.77397090992182,18.771058881744167,5
2024-04-08,1,Apple iPhone 14,Apple,Smartphone,830,733,582,59.8011027050921,21.668217657252985,49.03560969334253,5
2024-04-09,1,Apple iPhone 14,Apple,Smartphone,836,756,582,53.771454968987165,17.90928482995364,30.67328930364013,5
2024-04-10,1,Apple iPhone 14,Apple,Smartphone,825,806,582,43.70407014023673,22.759318276547504,80.08361068459931,5
2024-04-11,1,Apple iPhone 14,Apple,Smartphone,794,864,582,76.20533445165877,27.852473176305693,34.94363162654944,5
2024-04-12,1,Apple iPhone 14,Apple,Smartphone,778,868,582,41.45214195840694,15.0520847121263,52.20811744054404,5
2024-04-13,1,Apple iPhone 14,Apple,Smartphone,773,869,582,50.241267470226674,25.268208983039198,35.759016667520854,5
2024-04-14,1,Apple iPhone 14,Apple,Smartphone,847,873,582,47.680418742539786,20.726133885646735,53.53999635015996,5
2024-04-15,1,Apple iPhone 14,Apple,Smartphone,788,754,582,59.65011509503038,28.85400317817755,40.595494133183486,5
2024-04-16,1,Apple iPhone 14,Apple,Smartphone,796,731,582,56.92214383320188,16.705507890118984,59.956058208320314,5
2024-04-17,1,Apple iPhone 14,Apple,Smartphone,821,744,582,72.84533033933894,23.445181016074862,62.56546157600732,5
2024-04-18,1,Apple iPhone 14,Apple,Smartphone,756,733,582,64.29618219132585,21.038438435815557,54.0736825579306,5
2024-04-19,1,Apple iPhone 14,Apple,Smartphone,766,733,582,71.29069437535142,19.59792113145504,43.0182472639392,5
2024-04-20,1,Apple iPhone 14,Apple,Smartphone,836,827,582,70.1888699522248,19.749404121623748,12.059938401130097,5
2024-04-21,1,Apple iPhone 14,Apple,Smartphone,791,827,582,53.494151584431435,25.217729546432768,63.01647536256333,5
2024-04-22,1,Apple iPhone 14,Apple,Smartphone,842,781,582,67.13399590205445,20.235086065618724,68.34756425887186,5
2024-04-23,1,Apple iPhone 14,Apple,Smartphone,814,722,582,51.939696803294304,18.99604066979633,54.304609376809,5
2024-04-24,1,Apple iPhone 14,Apple,Smartphone,798,840,582,49.95859233247932,16.161012174479357,49.47972668919828,5
2024-04-25,1,Apple iPhone 14,Apple,Smartphone,826,872,582,69.84322398476584,18.930055778872454,49.25804435521351,5
2024-04-26,1,Apple iPhone 14,Apple,Smartphone,790,722,582,55.23622299030633,22.98653020732654,48.07682710857334,5
2024-04-27,1,Apple iPhone 14,Apple,Smartphone,784,801,582,60.96545263538775,12.500815443382278,59.47169440300907,5
2024-04-28,1,Apple iPhone 14,Apple,Smartphone,841,748,582,82.35674686984474,16.670307586023018,16.314992015092457,5
2024-04-29,1,Apple iPhone 14,Apple,Smartphone,847,843,582,59.309774850037726,19.062106678648743,51.87732045594333,5
2024-04-30,1,Apple iPhone 14,Apple,Smartphone,818,800,582,51.59091201952145,19.958609627249754,60.42141546269809,5
2024-05-01,1,Apple iPhone 14,Apple,Smartphone,826,752,582,61.513694745703766,24.313984928952443,58.17001166477585,5
2024-05-02,1,Apple iPhone 14,Apple,Smartphone,794,808,582,53.62146903270559,17.629272094382717,43.03239611746268,5
2024-05-03,1,Apple iPhone 14,Apple,Smartphone,779,758,582,53.50808675096321,22.402810537053735,44.44514947104055,5
2024-05-04,1,Apple iPhone 14,Apple,Smartphone,844,817,582,51.89224080107015,24.311315123984393,59.788020406392185,5
2024-05-05,1,Apple iPhone 14,Apple,Smartphone,847,782,582,56.09061430334775,16.647842164768704,49.303694438879006,5
2024-05-06,1,Apple iPhone 14,Apple,Smartphone,771,864,582,55.535663854494715,20.97044996449154,66.10447624789659,5
2024-05-07,1,Apple iPhone 14,Apple,Smartphone,778,858,582,80.20401963682112,16.300628617683063,24.423699961344127,5
2024-05-08,1,Apple iPhone 14,Apple,Smartphone,778,723,582,67.32123607333072,25.400345001610823,24.485096720918698,5
2024-05-09,1,Apple iPhone 14,Apple,Smartphone,833,741,582,54.57395158241722,24.385509893931463,56.95585786085648,5
2024-05-10,1,Apple iPhone 14,Apple,Smartphone,783,783,582,41.532275655285986,17.166652937449474,67.45228187046888,5
2024-05-11,1,Apple iPhone 14,Apple,Smartphone,842,772,582,85.15546207874225,11.717931472624217,43.7161982112718,5
2024-05-12,1,Apple iPhone 14,Apple,Smartphone,795,734,582,66.42722759867544,26.645762650662157,52.94781754552205,5
2024-05-13,1,Apple iPhone 14,Apple,Smartphone,809,782,582,45.73874467330703,23.030825453057282,27.698438259494957,5
2024-05-14,1,Apple iPhone 14,Apple,Smartphone,844,751,582,57.23101160203622,19.873054768077566,47.40447681954623,5
2024-05-15,1,Apple iPhone 14,Apple,Smartphone,835,811,582,50.33023856870787,19.7614432192901,49.945961913641476,5
2024-05-16,1,Apple iPhone 14,Apple,Smartphone,787,822,582,70.23141204687226,20.457928693468816,29.219422014954016,5
2024-05-17,1,Apple iPhone 14,Apple,Smartphone,822,822,582,61.017640729876256,18.629840928760274,53.15851966442878,5
2024-05-18,1,Apple iPhone 14,Apple,Smartphone,756,803,582,61.462480078188555,22.6106017862754,57.77100415767637,5
2024-05-19,1,Apple iPhone 14,Apple,Smartphone,831,731,582,54.20299088526372,19.879475609237492,46.6713132080967,5
2024-05-20,1,Apple iPhone 14,Apple,Smartphone,800,763,582,49.68423753129842,17.3535088122689,59.28029821771859,5
2024-05-21,1,Apple iPhone 14,Apple,Smartphone,812,816,582,48.72172779498694,22.82138694013368,42.46616425708814,5
2024-05-22,1,Apple iPhone 14,Apple,Smartphone,769,871,582,69.32879084328621,24.365792743095746,22.03502707536358,5
2024-05-23,1,Apple iPhone 14,Apple,Smartphone,783,725,582,76.83927691457869,17.7055786856553,66.18021250146944,5
2024-05-24,1,Apple iPhone 14,Apple,Smartphone,757,819,582,74.76540349725896,26.900456770737257,40.61655947735706,5
2024-05-25,1,Apple iPhone 14,Apple,Smartphone,809,844,582,63.23800127605945,18.54255010503255,25.24263184943357,5
2024-05-26,1,Apple iPhone 14,Apple,Smartphone,815,724,582,48.44431951894283,21.596116710977732,55.61420083365959,5
2024-05-27,1,Apple iPhone 14,Apple,Smartphone,759,795,582,59.53079421120816,22.385204136115608,51.15232836590383,5
2024-05-28,1,Apple iPhone 14,Apple,Smartphone,825,768,582,47.03498232519171,12.43702249580592,25.449125130509888,5
2024-05-29,1,Apple iPhone 14,Apple,Smartphone,775,748,582,75.84003605563696,31.53895847498034,45.175652959310554,5
2024-05-30,1,Apple iPhone 14,Apple,Smartphone,769,762,582,58.100056128176206,22.241951468079307,41.16854695689806,5
2024-05-31,1,Apple iPhone 14,Apple,Smartphone,772,847,582,61.48031758159687,11.62851139730685,56.41806015785579,5
2024-06-01,1,Apple iPhone 14,Apple,Smartphone,778,815,582,52.67315808742381,22.527135733124087,58.999913118872556,5
2024-06-02,1,Apple iPhone 14,Apple,Smartphone,796,832,582,58.9715583686393,19.866028266821683,60.027021942936656,5
2024-06-03,1,Apple iPhone 14,Apple,Smartphone,813,782,582,68.39184867716313,29.07686342413453,35.14960645540607,5
2024-06-04,1,Apple iPhone 14,Apple,Smartphone,753,821,582,63.40600019099858,27.17590774595026,58.46604481839899,5
2024-06-05,1,Apple iPhone 14,Apple,Smartphone,803,808,582,57.02436496640008,26.8785340665581,47.74916619451209,5
2024-06-06,1,Apple iPhone 14,Apple,Smartphone,845,754,582,39.80444451022832,25.357004551868606,83.18286964077028,5
2024-06-07,1,Apple iPhone 14,Apple,Smartphone,834,745,582,64.51095296582979,14.754965387147568,50.041735563823686,5
2024-06-08,1,Apple iPhone 14,Apple,Smartphone,792,806,582,60.89608159927609,14.093030083505994,47.75018162900412,5
2024-06-09,1,Apple iPhone 14,Apple,Smartphone,764,744,582,73.18764615727194,20.434295815809016,63.749426992362935,5
2024-06-10,1,Apple iPhone 14,Apple,Smartphone,801,746,582,58.11103312215525,22.765366382202398,49.49470209636926,5
2024-06-11,1,Apple iPhone 14,Apple,Smartphone,753,809,582,69.18316606002313,12.147496981884112,35.15557795144494,5
2024-06-12,1,Apple iPhone 14,Apple,Smartphone,791,755,582,78.46626500830473,21.11141358729142,52.40714310498269,5
2024-06-13,1,Apple iPhone 14,Apple,Smartphone,841,856,582,64.77003719395073,8.615436509501963,53.71246695255817,5
2024-06-14,1,Apple iPhone 14,Apple,Smartphone,775,810,582,71.49419728263715,18.495479903193203,45.87015164741855,5
2024-06-15,1,Apple iPhone 14,Apple,Smartphone,823,788,582,64.35555848374813,24.46131830185067,58.800173127951204,5
2024-06-16,1,Apple iPhone 14,Apple,Smartphone,784,879,582,84.68052182229827,10.539078755881665,41.787644645017835,5
2024-06-17,1,Apple iPhone 14,Apple,Smartphone,788,743,582,59.117179516487454,32.898546688271594,37.944881480454036,5
2024-06-18,1,Apple iPhone 14,Apple,Smartphone,846,850,582,66.81296174420471,18.632678767725878,38.770470289455005,5
2024-06-19,1,Apple iPhone 14,Apple,Smartphone,793,746,582,49.77564620454234,30.39972961845261,57.400749506172836,5
2024-06-20,1,Apple iPhone 14,Apple,Smartphone,819,849,582,64.62626335381103,30.58927974812945,32.41095114708026,5
2024-06-21,1,Apple iPhone 14,Apple,Smartphone,785,796,582,57.39501438061277,28.634169211093802,51.446505781902346,5
2024-06-22,1,Apple iPhone 14,Apple,Smartphone,772,811,582,44.43993267226317,10.89047633673823,14.96640913750058,5
2024-06-23,1,Apple iPhone 14,Apple,Smartphone,821,751,582,67.73107206695238,14.224101244297842,46.45129473906289,5
2024-06-24,1,Apple iPhone 14,Apple,Smartphone,751,794,582,57.09193919855962,17.960884569657278,32.64875494495916,5
2024-06-25,1,Apple iPhone 14,Apple,Smartphone,835,779,582,63.885786045309644,32.46499758716395,49.9089363269016,5
2024-06-26,1,Apple iPhone 14,Apple,Smartphone,801,733,582,55.61412793742704,25.831513736183947,58.52661509384232,5
2024-06-27,1,Apple iPhone 14,Apple,Smartphone,774,744,582,49.63424083643703,26.56534257794357,50.758037233910095,5
2024-06-28,1,Apple iPhone 14,Apple,Smartphone,770,744,582,54.83743984062873,24.65888048704353,38.00691618150974,5
2024-06-29,1,Apple iPhone 14,Apple,Smartphone,781,812,582,62.41866701513541,15.152380552400105,60.88650234744549,5
2024-06-30,1,Apple iPhone 14,Apple,Smartphone,822,802,582,57.86557129069792,27.45363068424976,52.23001185803167,5
2024-07-01,1,Apple iPhone 14,Apple,Smartphone,753,723,582,53.8659733645906,18.487651567559357,44.17734772188157,5
2024-07-02,1,Apple iPhone 14,Apple,Smartphone,812,835,582,69.49554135441323,12.575510157750482,11.691182976470678,5
2024-07-03,1,Apple iPhone 14,Apple,Smartphone,835,852,582,48.298869739406406,10.9900978120999,58.12194092307182,5
2024-07-04,1,Apple iPhone 14,Apple,Smartphone,834,801,582,54.53755551747517,21.959020027012734,27.816326468388073,5
2024-07-05,1,Apple iPhone 14,Apple,Smartphone,775,753,582,68.16117436057333,13.459757392207907,23.857635023996373,5
2024-07-06,1,Apple iPhone 14,Apple,Smartphone,791,860,582,64.42806381020915,26.02963403808294,45.39357672933348,5
2024-07-07,1,Apple iPhone 14,Apple,Smartphone,807,740,582,53.94384460263136,29.130048567734683,60.16888807008904,5
2024-07-08,1,Apple iPhone 14,Apple,Smartphone,837,788,582,62.76543666892667,23.99749626752074,40.39259847846224,5
2024-07-09,1,Apple iPhone 14,Apple,Smartphone,766,852,582,67.9305638065743,26.1387612990965,48.15479114964634,5
2024-07-10,1,Apple iPhone 14,Apple,Smartphone,777,770,582,50.190825570397024,13.360409641563635,60.20398068943221,5
2024-07-11,1,Apple iPhone 14,Apple,Smartphone,815,768,582,52.182874793880316,24.39796293993183,59.10696651175428,5
2024-07-12,1,Apple iPhone 14,Apple,Smartphone,751,837,582,64.55887772081607,30.82501172450542,40.347226544297854,5
2024-07-13,1,Apple iPhone 14,Apple,Smartphone,789,865,582,65.38296079049633,25.36253668654901,44.52570905685672,5
2024-07-14,1,Apple iPhone 14,Apple,Smartphone,833,751,582,38.34354771595876,24.871311110644037,42.328241666746536,5
2024-07-15,1,Apple iPhone 14,Apple,Smartphone,762,868,582,68.60473488359746,17.084612807155306,47.49317429320383,5
2024-07-16,1,Apple iPhone 14,Apple,Smartphone,762,721,582,71.24798644593191,16.003029619192823,54.41787113680783,5
2024-07-17,1,Apple iPhone 14,Apple,Smartphone,771,816,582,59.86615384346961,22.682083661975213,43.63701466957834,5
2024-07-18,1,Apple iPhone 14,Apple,Smartphone,807,863,582,70.01952267791766,21.025133435309396,32.102680308519,5
2024-07-19,1,Apple iPhone 14,Apple,Smartphone,838,729,582,51.444886420217465,16.895773903586786,55.08297735577614,5
2024-07-20,1,Apple iPhone 14,Apple,Smartphone,835,809,582,54.85358450781853,14.448883067452002,54.16974597114063,5
2024-07-21,1,Apple iPhone 14,Apple,Smartphone,805,820,582,45.501434345190944,14.46845909385829,43.18715662532726,5
2024-07-22,1,Apple iPhone 14,Apple,Smartphone,834,773,582,65.89056947405868,21.693602514348175,24.51726200294532,5
2024-07-23,1,Apple iPhone 14,Apple,Smartphone,842,733,582,55.838059972698595,14.096089686748304,64.70727499280858,5
2024-07-24,1,Apple iPhone 14,Apple,Smartphone,831,866,582,78.61315597236394,29.43307323044705,74.46393771894411,5
2024-07-25,1,Apple iPhone 14,Apple,Smartphone,807,836,582,50.076571601251494,21.929421915421628,66.01398951218735,5
2024-07-26,1,Apple iPhone 14,Apple,Smartphone,812,835,582,50.954853110105674,18.484535278026538,36.835363703606376,5
2024-07-27,1,Apple iPhone 14,Apple,Smartphone,840,862,582,49.758131756707954,29.27046283167094,68.3155054328803,5
2024-07-28,1,Apple iPhone 14,Apple,Smartphone,819,800,582,63.03780309490505,13.116542296809593,60.769854648742566,5
2024-07-29,1,Apple iPhone 14,Apple,Smartphone,798,868,582,70.32963947152805,19.02527395785521,44.46754655611189,5
2024-07-30,1,Apple iPhone 14,Apple,Smartphone,806,819,582,62.05686374960684,18.107729740767702,6.930760055638081,5
2024-07-31,1,Apple iPhone 14,Apple,Smartphone,834,877,582,57.25771642945469,15.003436211749312,49.19383236546312,5
2024-08-01,1,Apple iPhone 14,Apple,Smartphone,829,863,582,51.22017413243439,15.8655982298007,46.602816621477096,5
2024-08-02,1,Apple iPhone 14,Apple,Smartphone,770,726,582,52.821766139482776,17.578195278638223,65.79586149523068,5
2024-08-03,1,Apple iPhone 14,Apple,Smartphone,791,873,582,62.470773778063034,20.436655289577047,60.53609853726598,5
2024-08-04,1,Apple iPhone 14,Apple,Smartphone,768,834,582,67.94264679621827,13.728552884153753,54.40336898249944,5
2024-08-05,1,Apple iPhone 14,Apple,Smartphone,782,800,582,55.73242883117646,17.290825061656793,59.494426272647395,5
2024-08-06,1,Apple iPhone 14,Apple,Smartphone,819,817,582,57.04458759853451,20.761577567883123,55.69223085748261,5
2024-08-07,1,Apple iPhone 14,Apple,Smartphone,825,807,582,48.75707405794169,23.25095190365377,74.48978746545696,5
2024-08-08,1,Apple iPhone 14,Apple,Smartphone,817,829,582,38.6686696492949,19.817333250406946,51.92677606396629,5
2024-08-09,1,Apple iPhone 14,Apple,Smartphone,846,761,582,57.08188731084456,12.184045956516714,63.246646657207386,5
2024-08-10,1,Apple iPhone 14,Apple,Smartphone,761,793,582,51.866453522110824,18.973598629025105,29.638955603206835,5
2024-08-11,1,Apple iPhone 14,Apple,Smartphone,797,823,582,78.73297776217545,25.400240328573243,43.29017156511873,5
2024-08-12,1,Apple iPhone 14,Apple,Smartphone,789,848,582,63.800787084417735,14.4069033278322,61.83348947050177,5
2024-08-13,1,Apple iPhone 14,Apple,Smartphone,781,856,582,58.00471326670591,14.184052694731804,38.962941274357554,5
2024-08-14,1,Apple iPhone 14,Apple,Smartphone,783,723,582,59.90913425273744,21.515614807959217,55.51283453764056,5
2024-08-15,1,Apple iPhone 14,Apple,Smartphone,754,728,582,71.87386051564751,32.94781821009307,58.69449759820363,5
