date,product_id,product_name,brand,category,price,competitor_price,cost,search_trend,review_velocity,social_buzz,historical_demand,month,day_of_week,month_sin,month_cos,dow_sin,dow_cos,price_gap,popularity,rolling_7d_sales,is_black_friday,is_new_year,is_festival_season,inventory_level,inventory_ratio,max_inventory
2024-01-24,1,Apple iPhone 14,Apple,Smartphone,829,787,582,92.93072473298682,16.42824290986816,77.98661766717134,262,1,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,42,0.7699651810321428,295.0,0,0,0,387,0.774,500
2024-01-25,1,Apple iPhone 14,Apple,Smartphone,816,864,582,76.69925934485215,19.87356187214436,70.14752318445169,351,1,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-48,0.7159752256542073,297.14285714285717,0,0,0,400,0.8,500
2024-01-26,1,Apple iPhone 14,Apple,Smartphone,779,757,582,81.32358910020625,20.72930926214155,29.45193414925555,326,1,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,22,0.6209432514700072,298.42857142857144,0,0,0,400,0.8,500
2024-01-27,1,Apple iPhone 14,Apple,Smartphone,846,747,582,99.10512218494668,19.85137321156305,20.954356850230997,325,1,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,99,0.6577972914061102,307.2857142857143,0,0,0,400,0.8,500
2024-01-28,1,Apple iPhone 14,Apple,Smartphone,784,768,582,75.93594732818451,19.827351719525957,35.5547656090081,243,1,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,16,0.608681603335022,302.14285714285717,0,0,0,360,0.72,500
2024-01-29,1,Apple iPhone 14,Apple,Smartphone,786,743,582,89.88416680218006,20.952993525572616,59.10463564352938,317,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0,43,0.7463805093950345,308.0,0,0,0,400,0.8,500
2024-01-30,1,Apple iPhone 14,Apple,Smartphone,836,786,582,94.73237624573544,19.635855436715637,37.29809422897392,343,1,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,50,0.6871823420370199,309.57142857142856,0,0,0,400,0.8,500
2024-01-31,1,Apple iPhone 14,Apple,Smartphone,776,849,582,46.58596502053835,11.891526895282585,32.784200407625,235,1,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-73,0.40361173025785424,305.7142857142857,0,0,0,390,0.78,500
2024-02-01,1,Apple iPhone 14,Apple,Smartphone,799,872,582,64.49774038488734,28.894621719429807,39.99584937565231,229,2,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-73,0.6669247268608045,288.2857142857143,0,0,0,394,0.788,500
2024-02-02,1,Apple iPhone 14,Apple,Smartphone,763,834,582,48.16734378545581,22.474978270958474,47.520355781696566,359,2,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-71,0.5599802251964977,293.0,0,0,0,400,0.8,500
2024-02-03,1,Apple iPhone 14,Apple,Smartphone,774,782,582,52.27174785462428,18.815906966299956,42.71954678256345,343,2,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-8,0.525404701429187,295.57142857142856,0,0,0,392,0.784,500
2024-02-04,1,Apple iPhone 14,Apple,Smartphone,846,727,582,61.49833716339598,20.70453684035661,55.316293776794936,259,2,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,119,0.6189875983875348,297.85714285714283,0,0,0,400,0.8,500
2024-02-05,1,Apple iPhone 14,Apple,Smartphone,848,774,582,72.10398633136639,19.243820172538857,44.382176613642955,263,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,74,0.614000676891783,290.14285714285717,0,0,0,400,0.8,500
2024-02-06,1,Apple iPhone 14,Apple,Smartphone,839,836,582,46.920857003306246,10.04700225211318,37.13676671508349,277,2,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3,0.39956375067960725,280.7142857142857,0,0,0,400,0.8,500
2024-02-07,1,Apple iPhone 14,Apple,Smartphone,750,753,582,65.04987278980457,24.328775970850607,31.99555389416336,316,2,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-3,0.5994739125502143,292.2857142857143,0,0,0,400,0.8,500
2024-02-08,1,Apple iPhone 14,Apple,Smartphone,765,788,582,77.65454240281097,22.024908554804774,31.086740684974323,249,2,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-23,0.6241274772142147,295.14285714285717,0,0,0,385,0.77,500
2024-02-09,1,Apple iPhone 14,Apple,Smartphone,841,788,582,48.16426832055462,21.144852161152187,44.90920560232705,258,2,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,53,0.5388332117007215,280.7142857142857,0,0,0,395,0.79,500
2024-02-10,1,Apple iPhone 14,Apple,Smartphone,788,819,582,57.62608038793331,29.36002840236152,49.70836788650678,253,2,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-31,0.6732297092348688,267.85714285714283,0,0,0,396,0.792,500
2024-02-11,1,Apple iPhone 14,Apple,Smartphone,759,866,582,81.13112156958202,17.50796688646777,45.13406828648901,322,2,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-107,0.6350063600024729,276.85714285714283,0,0,0,380,0.76,500
2024-02-12,1,Apple iPhone 14,Apple,Smartphone,781,803,582,64.04975508770525,24.548690874799085,46.96313711252673,364,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-22,0.642575340436392,291.2857142857143,0,0,0,400,0.8,500
2024-02-13,1,Apple iPhone 14,Apple,Smartphone,761,786,582,75.86016816145352,13.810922505865754,81.995500619844,281,2,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-25,0.6875363995640036,291.85714285714283,0,0,0,400,0.8,500
2024-02-14,1,Apple iPhone 14,Apple,Smartphone,775,809,582,62.809918677350325,16.88650240089703,46.87816624464087,332,2,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-34,0.5607391974522943,294.14285714285717,0,0,0,363,0.726,500
2024-02-15,1,Apple iPhone 14,Apple,Smartphone,778,839,582,53.777628350937206,18.2225567954182,64.28016640770042,249,2,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-61,0.5901765805810321,294.14285714285717,0,0,0,386,0.772,500
2024-02-16,1,Apple iPhone 14,Apple,Smartphone,848,818,582,60.507439588552664,22.472999459408573,75.17458264734343,250,2,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,30,0.6922835008903266,293.0,0,0,0,400,0.8,500
2024-02-17,1,Apple iPhone 14,Apple,Smartphone,786,731,582,72.77664895788425,17.04214305582085,58.20646071755056,332,2,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,55,0.6361474085423973,304.2857142857143,0,0,0,391,0.782,500
2024-02-18,1,Apple iPhone 14,Apple,Smartphone,811,803,582,71.44371535474683,24.28932329394233,40.59713195692768,328,2,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,8,0.6504594902291936,305.14285714285717,0,0,0,382,0.764,500
2024-02-19,1,Apple iPhone 14,Apple,Smartphone,844,847,582,44.55001051403003,15.786324517565388,55.88062834598894,267,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-3,0.5037051722697409,291.2857142857143,0,0,0,400,0.8,500
2024-02-20,1,Apple iPhone 14,Apple,Smartphone,774,842,582,79.1231763983997,25.32613541273459,23.119323497971777,274,2,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-68,0.6391120302148601,290.2857142857143,0,0,0,374,0.748,500
2024-02-21,1,Apple iPhone 14,Apple,Smartphone,788,861,582,66.24119817052156,23.1417275463214,49.81629840729628,341,2,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-73,0.645830963367189,291.57142857142856,0,0,0,397,0.794,500
2024-02-22,1,Apple iPhone 14,Apple,Smartphone,825,728,582,69.7511973341775,19.264713092489306,37.61754204811233,288,2,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,97,0.5845045464059401,297.14285714285717,0,0,0,400,0.8,500
2024-02-23,1,Apple iPhone 14,Apple,Smartphone,789,856,582,60.90072586981661,20.41365217900239,46.12373396273847,253,2,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-67,0.5861106271575057,297.57142857142856,0,0,0,400,0.8,500
2024-02-24,1,Apple iPhone 14,Apple,Smartphone,766,790,582,55.289616943816775,21.16024968678818,28.27873487754014,255,2,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-24,0.5175971692757694,286.57142857142856,0,0,0,400,0.8,500
2024-02-25,1,Apple iPhone 14,Apple,Smartphone,839,738,582,53.35772556695577,26.800556831240858,19.443860975417916,260,2,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,101,0.5397680535064854,276.85714285714283,0,0,0,400,0.8,500
2024-02-26,1,Apple iPhone 14,Apple,Smartphone,769,780,582,44.13536381573665,17.889114125245015,71.65620814528643,337,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-11,0.570401220951256,286.85714285714283,0,0,0,400,0.8,500
2024-02-27,1,Apple iPhone 14,Apple,Smartphone,812,832,582,72.71138225980914,23.8543155073202,57.390297257006075,282,2,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-20,0.7015595758834569,288.0,0,0,0,400,0.8,500
2024-02-28,1,Apple iPhone 14,Apple,Smartphone,829,837,582,34.356580185393064,25.71362941646916,21.548791697256167,364,2,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-8,0.4592089899980324,291.2857142857143,0,0,0,400,0.8,500
2024-02-29,1,Apple iPhone 14,Apple,Smartphone,780,720,582,60.245101742589426,22.489991456227248,71.76715411692562,344,2,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,60,0.6811817838834071,299.2857142857143,0,0,0,378,0.756,500
2024-03-01,1,Apple iPhone 14,Apple,Smartphone,823,735,582,51.02763668638694,27.629149786254157,55.503641256454614,322,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,88,0.6469129683774533,309.14285714285717,0,0,0,400,0.8,500
2024-03-02,1,Apple iPhone 14,Apple,Smartphone,839,855,582,81.89802933217672,15.958508573224243,37.40417236728836,278,3,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-16,0.5993897201628144,312.42857142857144,0,0,0,365,0.73,500
2024-03-03,1,Apple iPhone 14,Apple,Smartphone,782,876,582,52.40867338446302,20.75196893238104,55.12633963665739,371,3,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-94,0.5825334017716347,328.2857142857143,0,0,0,400,0.8,500
2024-03-04,1,Apple iPhone 14,Apple,Smartphone,845,730,582,46.797667929793576,29.15729382927177,67.69160181081931,302,3,0,1.0,6.123233995736766e-17,0.0,1.0,115,0.6818384154443499,323.2857142857143,0,0,0,387,0.774,500
2024-03-05,1,Apple iPhone 14,Apple,Smartphone,782,817,582,53.842141552322886,27.18091734038883,53.88000368015325,335,3,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-35,0.6488177506536397,330.85714285714283,0,0,0,390,0.78,500
2024-03-06,1,Apple iPhone 14,Apple,Smartphone,802,802,582,44.05572341205633,17.003124885231134,50.07865549577275,361,3,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0.4964901089878549,330.42857142857144,0,0,0,388,0.776,500
2024-03-07,1,Apple iPhone 14,Apple,Smartphone,753,832,582,52.60381230570648,16.75376360833145,37.272189509181295,243,3,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-79,0.4897694538336843,316.0,0,0,0,395,0.79,500
2024-03-08,1,Apple iPhone 14,Apple,Smartphone,799,731,582,59.98364033355902,17.8698383071779,69.13194872980431,272,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,68,0.6260287905954279,308.85714285714283,0,0,0,400,0.8,500
2024-03-09,1,Apple iPhone 14,Apple,Smartphone,834,861,582,64.13712799952074,26.710442521529576,10.868179854734365,281,3,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-27,0.5562574767775817,309.2857142857143,0,0,0,386,0.772,500
2024-03-10,1,Apple iPhone 14,Apple,Smartphone,828,810,582,62.031135479465064,20.247863646497024,74.15867694834951,282,3,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,18,0.673079209227879,296.57142857142856,0,0,0,400,0.8,500
2024-03-11,1,Apple iPhone 14,Apple,Smartphone,800,800,582,39.70769144906011,29.80651735981819,46.0513743114206,356,3,0,1.0,6.123233995736766e-17,0.0,1.0,0,0.5950500623286842,304.2857142857143,0,0,0,397,0.794,500
2024-03-12,1,Apple iPhone 14,Apple,Smartphone,833,788,582,58.05329738122521,27.098364887718724,56.91105601345879,259,3,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,45,0.6739300064424645,293.42857142857144,0,0,0,400,0.8,500
2024-03-13,1,Apple iPhone 14,Apple,Smartphone,824,834,582,44.76839129528239,26.029576036212926,55.63382101987468,325,3,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-10,0.6062707886028829,288.2857142857143,0,0,0,368,0.736,500
2024-03-14,1,Apple iPhone 14,Apple,Smartphone,816,874,582,48.98748095152888,22.438366374616468,61.210520474177024,313,3,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-58,0.6039651489748112,298.2857142857143,0,0,0,395,0.79,500
2024-03-15,1,Apple iPhone 14,Apple,Smartphone,831,811,582,60.76048039896385,21.76479987769451,59.24159981029624,280,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,20,0.6384147198036892,299.42857142857144,0,0,0,347,0.694,500
2024-03-16,1,Apple iPhone 14,Apple,Smartphone,795,753,582,60.50842569136156,17.5567995730596,17.812148602250872,293,3,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,42,0.47103814430279484,301.14285714285717,0,0,0,398,0.796,500
2024-03-17,1,Apple iPhone 14,Apple,Smartphone,835,775,582,47.815103587134146,14.19837487365347,49.37560948569614,301,3,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,60,0.48137099154215973,303.85714285714283,0,0,0,400,0.8,500
2024-03-18,1,Apple iPhone 14,Apple,Smartphone,801,766,582,56.20942353817679,14.702104268916756,52.72260466440965,339,3,0,1.0,6.123233995736766e-17,0.0,1.0,35,0.5300265508351037,301.42857142857144,0,0,0,375,0.75,500
2024-03-19,1,Apple iPhone 14,Apple,Smartphone,751,828,582,59.64803061537515,20.282794747945847,52.88135570948974,243,3,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-77,0.6000641370694283,299.14285714285717,0,0,0,400,0.8,500
2024-03-20,1,Apple iPhone 14,Apple,Smartphone,764,838,582,68.66849063342143,22.355184157090104,44.62686199263831,255,3,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-74,0.6321063900825017,289.14285714285717,0,0,0,391,0.782,500
2024-03-21,1,Apple iPhone 14,Apple,Smartphone,816,828,582,53.534271157574736,14.592259981928024,75.30712452608847,371,3,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-12,0.5859810580278446,297.42857142857144,0,0,0,400,0.8,500
2024-03-22,1,Apple iPhone 14,Apple,Smartphone,832,761,582,60.77368307647618,15.69357899335868,72.84686115904486,322,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,71,0.6185711057166261,303.42857142857144,0,0,0,386,0.772,500
2024-03-23,1,Apple iPhone 14,Apple,Smartphone,819,840,582,73.95731935928563,13.45175354994051,21.293336295974655,253,3,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-21,0.4942268218244716,297.7142857142857,0,0,0,399,0.798,500
2024-03-24,1,Apple iPhone 14,Apple,Smartphone,828,853,582,57.93761041044134,8.610247910947212,61.962263067174725,335,3,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-25,0.5037397099527616,302.57142857142856,0,0,0,400,0.8,500
2024-03-25,1,Apple iPhone 14,Apple,Smartphone,828,855,582,52.75998203395701,17.33709848889798,57.924749144455646,246,3,0,1.0,6.123233995736766e-17,0.0,1.0,-27,0.5581851604581748,289.2857142857143,0,0,0,400,0.8,500
2024-03-26,1,Apple iPhone 14,Apple,Smartphone,768,739,582,69.3301214038835,16.191325421360904,41.53164495095638,326,3,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,29,0.5638286746820121,301.14285714285717,0,0,0,400,0.8,500
2024-03-27,1,Apple iPhone 14,Apple,Smartphone,760,819,582,78.46980331447602,21.32977634677216,46.79791044638999,302,3,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-59,0.6675707080647958,307.85714285714283,0,0,0,400,0.8,500
2024-03-28,1,Apple iPhone 14,Apple,Smartphone,772,857,582,53.48163892197841,20.23699335658207,37.09379952074072,346,3,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-85,0.5275778878159565,304.2857142857143,0,0,0,355,0.71,500
2024-03-29,1,Apple iPhone 14,Apple,Smartphone,766,728,582,70.0629280921444,17.115540652384258,62.535381680977125,359,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,38,0.6390132639353516,309.57142857142856,0,0,0,400,0.8,500
2024-03-30,1,Apple iPhone 14,Apple,Smartphone,811,797,582,35.283554998727105,16.015523722647615,58.6560819077081,330,3,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,14,0.47725770294450887,320.57142857142856,0,0,0,363,0.726,500
2024-03-31,1,Apple iPhone 14,Apple,Smartphone,813,812,582,61.69729284390374,20.44696959572825,57.32066119068124,302,3,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0.6232208509049412,315.85714285714283,0,0,0,400,0.8,500
2024-04-01,1,Apple iPhone 14,Apple,Smartphone,786,724,582,65.31916892218845,23.48175563326244,57.74187092866536,307,4,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,62,0.6693198448073743,324.57142857142856,0,0,0,400,0.8,500
2024-04-02,1,Apple iPhone 14,Apple,Smartphone,838,865,582,62.897748568964126,30.37700399322719,63.06687055147538,266,4,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,-27,0.7445616458625546,316.0,0,0,0,400,0.8,500
2024-04-03,1,Apple iPhone 14,Apple,Smartphone,846,742,582,77.72377986977595,18.00813304911526,53.75285738371465,285,4,2,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,104,0.6522350221214004,313.57142857142856,0,0,0,400,0.8,500
2024-04-04,1,Apple iPhone 14,Apple,Smartphone,827,772,582,44.19748063256473,20.080267093219653,46.41232000954747,322,4,3,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,55,0.5168295534910978,310.14285714285717,0,0,0,400,0.8,500
2024-04-05,1,Apple iPhone 14,Apple,Smartphone,800,761,582,62.42015144067796,12.347606284063737,21.98972260446336,222,4,4,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,39,0.4391258364167393,290.57142857142856,0,0,0,397,0.794,500
2024-04-06,1,Apple iPhone 14,Apple,Smartphone,778,757,582,59.87255849511632,25.271976079245572,57.1937138664963,328,4,5,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,21,0.6637911363724099,290.2857142857143,0,0,0,400,0.8,500
2024-04-07,1,Apple iPhone 14,Apple,Smartphone,815,729,582,69.70077777913727,23.603865245702888,44.71812919544489,222,4,6,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,86,0.6489961511599127,278.85714285714283,0,0,0,397,0.794,500
2024-04-08,1,Apple iPhone 14,Apple,Smartphone,754,876,582,56.52473266227045,24.145693422926342,69.30462445774391,270,4,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,-122,0.675469738251577,273.57142857142856,0,0,0,400,0.8,500
2024-04-09,1,Apple iPhone 14,Apple,Smartphone,785,755,582,74.14251262612413,17.632056095114457,50.40897057228318,246,4,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,30,0.6241175231724907,270.7142857142857,0,0,0,400,0.8,500
2024-04-10,1,Apple iPhone 14,Apple,Smartphone,796,809,582,52.26210800896427,13.776726483442914,23.31919626643582,265,4,2,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,-13,0.4167732856695937,267.85714285714283,0,0,0,379,0.758,500
2024-04-11,1,Apple iPhone 14,Apple,Smartphone,792,819,582,67.61918986435667,21.063278811915097,63.01773554994774,288,4,3,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,-27,0.6701627542264208,263.0,0,0,0,392,0.784,500
2024-04-12,1,Apple iPhone 14,Apple,Smartphone,800,748,582,72.04970647300749,23.362125094475463,40.55192531568827,260,4,4,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,52,0.6434758527838494,268.42857142857144,0,0,0,370,0.74,500
